Ticker,Sector,CUSIP,Related Tickers,Name,Exchange,Ticker Change Date,Last Updated,Industry,SIC,Currency,First Added,Location,Perma Ticker,Fama Industry,Delisted From,Prior Tickers,Is Foreign
QRVO,Technology,74736K101,None,"Qorvo, Inc.",NASDAQ,None,5/23/17,Communication Equipment,3674,USD,7/16/15,"NORTH CAROLINA, U.S.A",187928,Electronic Equipment,None,None,N
QSEP,Industrial Goods,"805147105,74736R106","STWA,ZERO,ZERO.PK","QS Energy, Inc.",OTCMKTS,None,5/15/17,Auto Parts,3533,USD,2/22/16,"CALIFORNIA, U.S.A",196119,Machinery,None,None,N
QSII,Services,747582104,None,"QUALITY SYSTEMS, INC",NASDAQ,None,5/19/17,Business Services,7373,USD,12/18/14,"CALIFORNIA, U.S.A",198917,Computers,None,None,N
QSR,Services,76131D103,RSTRF,Restaurant Brands International Inc.,NYSE,None,4/26/17,Restaurants,5812,USD,3/22/16,"ONTARIO, CANADA",187811,"Restaraunts, Hotels, Motels",None,None,N
QTM,Technology,"747,906,204,747,906,000",None,QUANTUM CORP,NYSE,None,6/1/17,Data Storage Devices,3572,USD,12/24/14,"CALIFORNIA, U.S.A",198911,Computers,None,None,N
QTNA,None,74766D100,None,QUANTENNA COMMUNICATIONS INC,NASDAQ,None,5/9/17,None,3674,USD,3/5/17,"CALIFORNIA, U.S.A",124360,Electronic Equipment,None,None,N
QTNT,Healthcare,G73268107,None,Quotient Ltd,NASDAQ,None,5/25/17,Biotechnology,2835,USD,7/16/15,JERSEY,187516,Pharmaceutical Products,None,None,N
QTS,Financial,74736A103,None,"QTS Realty Trust, Inc.",NYSE,None,5/8/17,REIT - Diversified,6798,USD,4/5/15,"KANSAS, U.S.A",191443,Trading,None,None,N
QTWO,Services,74736L109,None,"Q2 Holdings, Inc.",NYSE,None,5/5/17,Business Services,7372,USD,9/10/15,"TEXAS, U.S.A",187570,Business Services,None,None,N
QUAD,Services,747301109,None,"Quad/Graphics, Inc.",NYSE,None,5/3/17,Business Services,2750,USD,12/8/14,"WISCONSIN, U.S.A",193056,Business Services,None,None,N
QUIK,Technology,74837P108,None,QUICKLOGIC CORPORATION,NASDAQ,None,5/11/17,Communication Equipment,3674,USD,11/3/14,"CALIFORNIA, U.S.A",197853,Electronic Equipment,None,None,N
QUMU,Technology,"749,063,103,766,721,000",RIMG,Qumu Corp,NASDAQ,None,5/9/17,Application Software,7372,USD,11/3/14,"MINNESOTA, U.S.A",197724,Business Services,None,None,N
QUOT,Technology,"22265J102,749119103",COUP,Quotient Technology Inc.,NYSE,11/15/15,5/6/17,Internet Software & Services,7310,USD,10/23/14,"CALIFORNIA, U.S.A",187956,Business Services,None,COUP,N
QURE,Healthcare,N90064101,None,uniQure N.V.,NASDAQ,None,5/10/17,Biotechnology,2834,USD,1/14/16,NETHERLANDS,165987,Pharmaceutical Products,None,None,N
QVCA,Services,"53071M104,53071M203,53071M872,53071M112,53071M708,53071M500,53071M880","QVCB,LINTA,LINTB,LVNTA,LVNTB,LMDIA,LMDIB,LCAPA,LCAPB",Liberty Interactive Corp,NASDAQ,None,5/9/17,Catalog & Mail Order Houses,5961,USD,11/22/15,"COLORADO, U.S.A",194557,Retail,None,None,N
R,Services,783549108,None,RYDER SYSTEM INC,NYSE,None,4/25/17,Rental & Leasing Services,7510,USD,9/24/14,"FLORIDA, U.S.A",199381,Personal Services,None,None,N
RAD,Services,"76,775,410,767,754,100",None,RITE AID CORP,NYSE,None,5/3/17,Drug Stores,5912,USD,10/10/14,"PENNSYLVANIA, U.S.A",199389,Retail,None,None,N
RAI,Consumer Goods,761713106,None,REYNOLDS AMERICAN INC,NYSE,None,5/3/17,Cigarettes,2111,USD,10/9/14,"NORTH CAROLINA, U.S.A",195259,Tobacco Products,None,None,N
RAIL,Services,357023100,None,"FreightCar America, Inc.",NASDAQ,None,5/5/17,Railroads,3743,USD,10/27/14,"ILLINOIS, U.S.A",194882,"Shipbuilding, Railroad Equipment",None,None,N
RAND,Financial,752185108,None,RAND CAPITAL CORP,NASDAQ,None,4/27/17,"Management Investment Offices, Open-En",6722,USD,5/20/15,"NEW YORK, U.S.A",199399,Trading,None,None,N
RARE,Healthcare,90400D108,None,Ultragenyx Pharmaceutical Inc.,NASDAQ,None,5/7/17,Drug Manufacturers - Other,2834,USD,5/25/15,"CALIFORNIA, U.S.A",185742,Pharmaceutical Products,None,None,N
RARX,None,74933V108,None,"Ra Pharmaceuticals, Inc.",NASDAQ,None,5/11/17,None,2834,USD,3/6/17,"MASSACHUSETTS, U.S.A",124355,Pharmaceutical Products,None,None,N
RAS,Financial,"749,227,609,749,227,000,000,000,000",None,RAIT Financial Trust,NYSE,None,5/6/17,REIT - Diversified,6798,USD,12/24/14,"PENNSYLVANIA, U.S.A",196768,Trading,None,None,N
RATE,Technology,06647F102,None,"Bankrate, Inc.",NYSE,None,5/10/17,Internet Information Providers,7374,USD,10/29/14,"NEW YORK, U.S.A",192400,Business Services,None,None,N
RAVE,Services,"725,846,109,754,198,000",PZZI,"RAVE RESTAURANT GROUP, INC.",NASDAQ,None,5/10/17,Food Wholesale,5140,USD,5/26/15,"TEXAS, U.S.A",198853,Wholesale,None,None,N
RAVN,Industrial Goods,754212108,None,RAVEN INDUSTRIES INC,NASDAQ,None,5/24/17,Diversified Machinery,3081,USD,10/10/14,"SOUTH DAKOTA, U.S.A",199397,Rubber and Plastic Products,None,None,N
RBA,Technology,767744105,None,RITCHIE BROS AUCTIONEERS INC,NYSE,None,5/5/17,Business Software & Services,7389,USD,6/21/16,"BRITISH COLUMBIA, CANADA",167098,Business Services,None,None,N
RBC,Industrial Goods,758750103,None,REGAL BELOIT CORP,NYSE,None,5/11/17,Industrial Electrical Equipment,3621,USD,3/19/15,"WISCONSIN, U.S.A",199394,Electrical Equipment,None,None,N
RBCAA,Financial,760281204,None,REPUBLIC BANCORP INC,NASDAQ,None,5/10/17,Regional - Southeast Banks,6022,USD,5/19/15,"KENTUCKY, U.S.A",197448,Banking,None,None,N
RBCN,Technology,78112T107,None,"Rubicon Technology, Inc.",NASDAQ,None,5/12/17,Semiconductor Equipment & Materials,3674,USD,10/28/14,"ILLINOIS, U.S.A",193855,Electronic Equipment,None,None,N
RBPAA,Financial,780081105,None,ROYAL BANCSHARES OF PENNSYLVANIA INC,NASDAQ,None,5/11/17,Asset Management,6022,USD,1/20/15,"PENNSYLVANIA, U.S.A",197431,Banking,None,None,N
RCGR,None,None,None,RICH CIGARS INC,OTCMKTS,None,5/25/17,None,2100,USD,5/25/17,"FLORIDA, U.S.A",124132,Tobacco Products,None,None,N
RCII,Services,76009N100,None,RENT A CENTER INC DE,NASDAQ,None,5/5/17,"Specialty Retail, Other",7359,USD,3/19/15,"TEXAS, U.S.A",197328,Business Services,None,None,N
RCKY,Services,774515100,None,"ROCKY BRANDS, INC.",NASDAQ,None,5/6/17,"Specialty Retail, Other",3140,USD,12/18/14,"OHIO, U.S.A",197690,Consumer Goods,None,None,N
RCL,Services,V7780T103,None,ROYAL CARIBBEAN CRUISES LTD,NYSE,None,4/28/17,Resorts & Casinos,4400,USD,10/1/14,"FLORIDA, U.S.A",197822,Shipping Containers,None,None,N
RCM,Technology,"00438V103,749397105",ACHI,R1 RCM INC.,NASDAQ,3/22/17,5/9/17,Information Technology Services,8741,USD,10/31/16,"ILLINOIS, U.S.A",124738,Business Services,None,ACHI,N
RCMT,Services,749360400,None,RCM TECHNOLOGIES INC,NASDAQ,None,5/5/17,Staffing & Outsourcing Services,7363,USD,9/22/15,"NEW JERSEY, U.S.A",198965,Business Services,None,None,N
RDC,Basic Materials,"G7665A101,779382100",None,ROWAN COMPANIES PLC,NYSE,None,5/2/17,Oil & Gas Drilling & Exploration,1381,USD,9/24/14,UNITED KINGDOM,199384,Coal,None,None,N
RDGA,Consumer Goods,765816103,None,RIDGEFIELD ACQUISITION CORP,OTCMKTS,None,5/12/17,Textile - Apparel Clothing,6770,USD,11/18/16,"NEW YORK, U.S.A",124606,Trading,None,None,N
RDI,Services,"755,408,101,755,408,000",None,READING INTERNATIONAL INC,NASDAQ,None,5/9/17,"Movie Production, Theaters",7830,USD,10/13/14,"CALIFORNIA, U.S.A",198864,Entertainment,None,None,N
RDN,Financial,750236101,None,RADIAN GROUP INC,NYSE,None,5/5/17,Property & Casualty Insurance,6351,USD,10/17/14,"PENNSYLVANIA, U.S.A",197739,Insurance,None,None,N
RDNT,Healthcare,"69674R100,74157A103,750491102",PMDX,"RadNet, Inc.",NASDAQ,None,5/10/17,Medical Laboratories & Research,8071,USD,9/13/15,"CALIFORNIA, U.S.A",198491,Healthcare,None,None,N
RDUS,Consumer Goods,"750,469,108,750,469,000",None,"Radius Health, Inc.",NASDAQ,None,5/2/17,Textile - Apparel Clothing,2834,USD,9/8/15,"MASSACHUSETTS, U.S.A",193593,Pharmaceutical Products,None,None,N
RE,Financial,"G3223R108,255686800,002556868",None,EVEREST RE GROUP LTD,NYSE,None,5/10/17,Property & Casualty Insurance,6331,USD,9/30/14,BERMUDA,196236,Insurance,None,None,N
RECN,Services,76122Q105,None,RESOURCES CONNECTION INC,NASDAQ,None,4/6/17,Management Services,7389,USD,10/23/14,"CALIFORNIA, U.S.A",196352,Business Services,None,None,N
REED,Consumer Goods,758338107,REEDR,"REED'S, INC.",NYSEMKT,None,5/16/17,Beverages - Soft Drinks,2086,USD,4/14/16,"CALIFORNIA, U.S.A",195819,Candy & Soda,None,None,N
REEMF,Basic Materials,75381M102,REE,RARE ELEMENT RESOURCES LTD,OTCMKTS,3/30/16,5/10/17,Gold,1040,USD,12/22/14,"COLORADO, U.S.A",193714,Precious Metals,None,REE,N
REFR,Services,760911107,None,RESEARCH FRONTIERS INC,NASDAQ,None,5/7/17,Business Services,6794,USD,12/2/14,"NEW YORK, U.S.A",198468,Trading,None,None,N
REG,Financial,758849103,None,REGENCY CENTERS CORP,NYSE,None,5/10/17,REIT - Retail,6798,USD,10/31/14,"FLORIDA, U.S.A",197582,Trading,None,None,N
REGI,Industrial Goods,75972A301,None,"Renewable Energy Group, Inc.",NASDAQ,None,5/8/17,Specialty Chemicals,2860,USD,9/10/15,"IOWA, U.S.A",193240,Chemicals,None,None,N
REGN,Healthcare,75886F107,None,REGENERON PHARMACEUTICALS INC,NASDAQ,None,5/4/17,Biotechnology,2834,USD,1/14/15,"NEW YORK, U.S.A",197961,Pharmaceutical Products,None,None,N
REGX,Industrial Goods,75703V103,None,"RED TRAIL ENERGY, LLC",OTCMKTS,None,5/11/17,Specialty Chemicals,2860,USD,11/24/15,"NORTH DAKOTA, U.S.A",194506,Chemicals,None,None,N
REI,Basic Materials,76680V108,None,"RING ENERGY, INC.",NYSEMKT,None,5/9/17,Independent Oil & Gas,1311,USD,6/2/15,"OKLAHOMA, U.S.A",194193,Coal,None,None,N
REIS,Services,75936P105,None,"Reis, Inc.",NASDAQ,None,5/9/17,Business Services,7389,USD,9/14/15,"NEW YORK, U.S.A",196849,Business Services,None,None,N
RELL,Services,763165107,None,RICHARDSON ELECTRONICS LTD,NASDAQ,None,4/6/17,Electronics Wholesale,5065,USD,5/24/16,"ILLINOIS, U.S.A",198988,Wholesale,None,None,N
RELV,Healthcare,"75952R100,75952R209",None,RELIV INTERNATIONAL INC,NASDAQ,None,5/12/17,Drug Manufacturers - Other,2834,USD,12/3/14,"MISSOURI, U.S.A",198587,Pharmaceutical Products,None,None,N
RELY,Industrial Goods,"82670C100,82670K102,357288109,82670C209,82670K201","SGGH,SGGHU,FMNTQ","Real Industry, Inc.",NASDAQ,None,5/10/17,Industrial Electrical Equipment,5063,USD,9/12/15,"CALIFORNIA, U.S.A",199703,Wholesale,None,None,N
REN,Basic Materials,"076116A10,76116A108,76116A306",None,Resolute Energy Corp,NYSE,None,5/4/17,Independent Oil & Gas,1311,USD,10/29/14,"COLORADO, U.S.A",193181,Coal,None,None,N
REPH,Healthcare,75629F109,None,"Recro Pharma, Inc.",NASDAQ,None,5/11/17,Drug Manufacturers - Other,2834,USD,6/1/15,"PENNSYLVANIA, U.S.A",187758,Pharmaceutical Products,None,None,N
REPR,Healthcare,759910102,None,REPRO MED SYSTEMS INC,OTCMKTS,None,5/7/17,Medical Instruments & Supplies,3841,USD,11/25/16,"NEW YORK, U.S.A",124511,Medical Equipment,None,None,N
RES,Basic Materials,749660106,None,RPC INC,NYSE,None,4/29/17,Oil & Gas Equipment & Services,1389,USD,10/1/14,"GEORGIA, U.S.A",198700,Coal,None,None,N
RESI,Financial,02153W100,None,Altisource Residential Corp,NYSE,None,5/9/17,REIT - Residential,6500,USD,3/21/15,"VIRGIN ISLANDS, U.S.",191809,Real Estate,None,None,N
RESN,Technology,76118L102,None,Resonant Inc,NASDAQ,None,5/11/17,Communication Equipment,3674,USD,2/8/16,"CALIFORNIA, U.S.A",187892,Electronic Equipment,None,None,N
RETA,None,75615P103,None,REATA PHARMACEUTICALS INC,NASDAQ,None,5/10/17,None,2834,USD,3/5/17,"TEXAS, U.S.A",124361,Pharmaceutical Products,None,None,N
REV,Consumer Goods,761525609,None,REVLON INC,NYSE,None,5/5/17,Personal Products,2844,USD,11/3/14,"NEW YORK, U.S.A",197775,Consumer Goods,None,None,N
REVG,None,749527107,None,"REV Group, Inc.",NYSE,None,6/7/17,None,3711,USD,3/23/17,"WISCONSIN, U.S.A",124315,Automobiles and Trucks,None,None,N
REX,Basic Materials,761624105,None,REX AMERICAN RESOURCES Corp,NYSE,None,6/1/17,Chemicals - Major Diversified,2860,USD,10/13/14,"OHIO, U.S.A",198692,Chemicals,None,None,N
REXR,Financial,76169C100,None,"Rexford Industrial Realty, Inc.",NYSE,None,5/8/17,REIT - Diversified,6798,USD,3/31/15,"CALIFORNIA, U.S.A",191543,Trading,None,None,N
REXX,Basic Materials,761565100,None,REX ENERGY CORP,NASDAQ,None,5/18/17,Oil & Gas Drilling & Exploration,1311,USD,10/28/14,"PENNSYLVANIA, U.S.A",194030,Coal,None,None,N
RF,Financial,7591EP100,RN7,REGIONS FINANCIAL CORP,NYSE,None,5/6/17,Regional - Southeast Banks,6021,USD,10/9/14,"ALABAMA, U.S.A",195225,Banking,None,None,N
RFIL,Technology,749552105,None,R F INDUSTRIES LTD,NASDAQ,None,6/13/17,Diversified Electronics,3678,USD,11/1/14,"CALIFORNIA, U.S.A",198712,Electronic Equipment,None,None,N
RFP,Consumer Goods,76117W109,ABWTQ,Resolute Forest Products Inc.,NYSE,None,5/10/17,Paper & Paper Products,2621,USD,12/23/14,"QUEBEC, CANADA",194083,Business Supplies,None,None,N
RGA,Financial,"759,351,604,759,351,000",None,REINSURANCE GROUP OF AMERICA INC,NYSE,None,5/4/17,Life Insurance,6311,USD,10/8/14,"MISSOURI, U.S.A",197658,Insurance,None,None,N
RGC,Services,758766109,None,REGAL ENTERTAINMENT GROUP,NYSE,None,5/10/17,"Movie Production, Theaters",7830,USD,10/1/14,"TENNESSEE, U.S.A",195636,Entertainment,None,None,N
RGCO,Basic Materials,74955L103,None,RGC RESOURCES INC,NASDAQ,None,5/6/17,Independent Oil & Gas,4923,USD,12/18/14,"VIRGINIA, U.S.A",196505,Utilities,None,None,N
RGEN,Healthcare,759916109,None,REPLIGEN CORP,NASDAQ,None,5/6/17,Biotechnology,2836,USD,12/4/14,"MASSACHUSETTS, U.S.A",198756,Pharmaceutical Products,None,None,N
RGLD,Basic Materials,"780287108,2ZD99U573,45N9951C4",None,ROYAL GOLD INC,NASDAQ,None,5/10/17,Gold,6795,USD,1/30/15,"COLORADO, U.S.A",199383,Trading,None,None,N
RGLS,Healthcare,75915K101,None,Regulus Therapeutics Inc.,NASDAQ,None,5/7/17,Biotechnology,2834,USD,1/22/15,"CALIFORNIA, U.S.A",192615,Pharmaceutical Products,None,None,N
RGNP,None,None,RSAP,Reign Sapphire Corp,OTCMKTS,None,6/2/17,None,5944,USD,6/1/17,"CALIFORNIA, U.S.A",124122,Retail,None,None,N
RGNX,Healthcare,75901B107,RGNXW,REGENXBIO Inc.,NASDAQ,None,5/10/17,Biotechnology,2836,USD,3/20/16,"MARYLAND, U.S.A",157075,Pharmaceutical Products,None,None,N
RGR,Industrial Goods,864159108,None,STURM RUGER & CO INC,NYSE,None,5/8/17,Aerospace/Defense Products & Services,3480,USD,10/30/14,"CONNECTICUT, U.S.A",199315,Defense,None,None,N
RGS,Services,758932107,None,REGIS CORP,NYSE,None,5/4/17,Personal Services,7200,USD,9/30/14,"MINNESOTA, U.S.A",198863,Personal Services,None,None,N
RGSE,Industrial Goods,"33736G106,75601N302,75601N500",RSOL,"Real Goods Solar, Inc.",NASDAQ,None,5/10/17,General Contractors,1700,USD,11/24/14,"COLORADO, U.S.A",193622,Construction,None,None,N
RH,Services,"761283100,74967X103",None,RH,NYSE,None,6/2/17,Home Furnishing Stores,5712,USD,1/22/15,"CALIFORNIA, U.S.A",192206,Retail,None,None,N
RHI,Services,770323103,None,HALF ROBERT INTERNATIONAL INC,NYSE,None,5/6/17,Staffing & Outsourcing Services,7363,USD,9/24/14,"CALIFORNIA, U.S.A",199108,Business Services,None,None,N
RHP,Financial,"78377T107,367905106",GET,"Ryman Hospitality Properties, Inc.",NYSE,None,5/5/17,REIT - Diversified,6798,USD,5/26/15,"TENNESSEE, U.S.A",196822,Trading,None,None,N
RHT,Technology,756577102,None,RED HAT INC,NYSE,None,4/26/17,Application Software,7370,USD,10/8/14,"NORTH CAROLINA, U.S.A",196326,Business Services,None,None,N
RIBS,Services,"83267U107,101808103,84264D106",None,"Southern Concepts Restaurant Group, Inc.",OTCMKTS,None,4/14/17,Specialty Eateries,5810,USD,5/23/15,"COLORADO, U.S.A",193378,"Restaraunts, Hotels, Motels",None,None,N
RIBT,Consumer Goods,"762,831,105,762,831,000",None,RiceBran Technologies,NASDAQ,None,5/12/17,Processed & Packaged Goods,2040,USD,9/21/15,"ARIZONA, U.S.A",196563,Food Products,None,None,N
RICE,Basic Materials,762760106,None,Rice Energy Inc.,NYSE,None,5/5/17,Oil & Gas Drilling & Exploration,1311,USD,3/24/15,"PENNSYLVANIA, U.S.A",187946,Coal,None,None,N
RICK,Services,"765641303,74934Q108",None,"RCI HOSPITALITY HOLDINGS, INC.",NASDAQ,None,5/9/17,Specialty Eateries,5812,USD,11/4/14,"TEXAS, U.S.A",197308,"Restaraunts, Hotels, Motels",None,None,N
RIG,Basic Materials,"H8817H100,893830AA7,893830AV1,G90073100,G90078109,SB3KFWW16",None,Transocean Ltd.,NYSE,None,5/3/17,Oil & Gas Drilling & Exploration,1381,USD,10/4/14,SWITZERLAND,193333,Coal,None,None,N
RIGL,Healthcare,766559603,None,RIGEL PHARMACEUTICALS INC,NASDAQ,None,5/2/17,Drugs - Generic,2834,USD,10/21/14,"CALIFORNIA, U.S.A",196890,Pharmaceutical Products,None,None,N
RIHT,Services,76658A102,None,"RIGHTSCORP, INC.",OTCMKTS,None,5/15/17,Business Services,7389,USD,5/30/15,"CALIFORNIA, U.S.A",192606,Business Services,None,None,N
RILY,Services,"38984G112,05580M108",GAMR,"B. Riley Financial, Inc.",NASDAQ,None,5/10/17,Business Services,7389,USD,5/23/15,"CALIFORNIA, U.S.A",193227,Business Services,None,None,N
RJETQ,Services,760276105,RJET,REPUBLIC AIRWAYS HOLDINGS INC,OTCMKTS,5/11/16,4/16/17,Regional Airlines,4512,USD,10/24/14,"INDIANA, U.S.A",195726,Shipping Containers,None,RJET,N
RJF,Financial,754730109,None,RAYMOND JAMES FINANCIAL INC,NYSE,None,5/10/17,Investment Brokerage - Regional,6211,USD,10/6/14,"FLORIDA, U.S.A",198830,Trading,None,None,N
RKDA,Basic Materials,39014105,None,"Arcadia Biosciences, Inc.",NASDAQ,None,5/10/17,Chemicals - Major Diversified,2870,USD,3/22/16,"UNITED STATES, U.S.A",165489,Chemicals,None,None,N
RL,Consumer Goods,"751,212,101,731,572,000",None,RALPH LAUREN CORP,NYSE,None,5/18/17,Textile - Apparel Clothing,2320,USD,10/9/14,"NEW YORK, U.S.A",196866,Consumer Goods,None,None,N
RLGT,Services,75025X100,None,"RADIANT LOGISTICS, INC",NYSEMKT,None,5/10/17,Trucking,4731,USD,9/14/15,"WASHINGTON, U.S.A",195610,Shipping Containers,None,None,N
RLGY,Financial,75605Y106,H.4,REALOGY HOLDINGS CORP.,NYSE,None,5/4/17,Property Management,6531,USD,1/22/15,"NEW JERSEY, U.S.A",194010,Real Estate,None,None,N
RLH,Services,756764106,None,Red Lion Hotels CORP,NYSE,None,5/10/17,Lodging,7011,USD,12/24/14,"WASHINGTON, U.S.A",196679,"Restaraunts, Hotels, Motels",None,None,N
RLI,Financial,749607107,None,RLI CORP,NYSE,None,4/27/17,Property & Casualty Insurance,6331,USD,10/10/14,"ILLINOIS, U.S.A",199388,Insurance,None,None,N
RLJ,Financial,74965L101,None,RLJ Lodging Trust,NYSE,None,5/9/17,REIT - Hotel/Motel,6798,USD,10/29/14,"MARYLAND, U.S.A",192517,Trading,None,None,N
RLJE,Services,"74965F104,74965F203",None,"RLJ ENTERTAINMENT, INC.",NASDAQ,None,5/11/17,"Movie Production, Theaters",7822,USD,3/30/15,"MARYLAND, U.S.A",191954,Entertainment,None,None,N
RLMD,Healthcare,75955J204,None,"RELMADA THERAPEUTICS, INC.",OTCMKTS,None,5/15/17,Drugs - Generic,3949,USD,11/23/16,"NEW YORK, U.S.A",124539,Recreation,None,None,N
RLOG,Services,752182105,None,"Rand Logistics, Inc.",NASDAQ,None,2/14/17,Business Services,4400,USD,6/24/15,"NEW JERSEY, U.S.A",195095,Shipping Containers,None,None,N
RM,Financial,75902K106,None,Regional Management Corp.,NYSE,None,5/2/17,Credit Services,6141,USD,11/10/14,"SOUTH CAROLINA, U.S.A",192375,Banking,None,None,N
RMAX,Services,75524W108,None,"RE/MAX Holdings, Inc.",NYSE,None,5/6/17,Business Services,6531,USD,5/28/15,"COLORADO, U.S.A",191387,Real Estate,None,None,N
RMBS,Technology,"750,917,106,075,091,000",None,RAMBUS INC,NASDAQ,None,4/28/17,Semiconductor- Memory Chips,3674,USD,3/29/15,"CALIFORNIA, U.S.A",197500,Electronic Equipment,None,None,N
RMCF,Consumer Goods,"774678403,77467X101",None,"Rocky Mountain Chocolate Factory, Inc.",NASDAQ,None,5/25/17,Processed & Packaged Goods,2060,USD,12/2/14,"COLORADO, U.S.A",178766,Food Products,None,None,N
RMD,Healthcare,"761152107,761152990,U76171104",None,RESMED INC,NYSE,None,4/28/17,Medical Appliances & Equipment,3841,USD,9/30/14,"CALIFORNIA, U.S.A",197274,Medical Equipment,None,None,N
RMGN,Services,"74966K102,78404K103","SCGQU,SCGQ",RMG Networks Holding Corp,NASDAQ,None,5/6/17,Business Services,7389,USD,4/20/16,"TEXAS, U.S.A",192507,Business Services,None,None,N
RMHB,None,77471R108,None,"Rocky Mountain High Brands, Inc.",OTCMKTS,None,5/15/17,None,2080,USD,11/19/16,"TEXAS, U.S.A",124582,Beer & Liquor,None,None,N
RMP,Basic Materials,762819100,None,Rice Midstream Partners LP,NYSE,None,5/5/17,Oil & Gas Pipelines,4922,USD,3/22/16,"PENNSYLVANIA, U.S.A",187790,Utilities,None,None,N
RMR,Services,74967R106,None,RMR GROUP INC.,NASDAQ,None,5/10/17,Business Services,8742,USD,9/13/16,"MASSACHUSETTS, U.S.A",157085,Business Services,None,None,N
RMTI,Healthcare,774374102,None,"ROCKWELL MEDICAL, INC.",NASDAQ,None,5/9/17,Drug Manufacturers - Major,3845,USD,12/3/14,"MICHIGAN, U.S.A",196817,Medical Equipment,None,None,N
RNDB,None,752378109,None,"Randolph Bancorp, Inc.",NASDAQ,None,5/10/17,None,6022,USD,11/12/16,"MASSACHUSETTS, U.S.A",124692,Banking,None,None,N
RNET,Technology,766582100,None,"RigNet, Inc.",NASDAQ,None,5/8/17,Wireless Communications,4899,USD,11/5/14,"TEXAS, U.S.A",195704,Communication,None,None,N
RNG,Services,76680R206,None,RingCentral Inc,NYSE,None,5/6/17,Business Services,7374,USD,11/5/14,"CALIFORNIA, U.S.A",194190,Business Services,None,None,N
RNN,Healthcare,761640101,None,"REXAHN PHARMACEUTICALS, INC.",NYSEMKT,None,5/7/17,Drug Manufacturers - Other,2834,USD,9/5/15,"MARYLAND, U.S.A",195410,Pharmaceutical Products,None,None,N
RNR,Financial,"G7496G103,G7498P408",None,RENAISSANCERE HOLDINGS LTD,NYSE,None,5/3/17,Property & Casualty Insurance,6331,USD,10/1/14,BERMUDA,197549,Insurance,None,None,N
RNST,Financial,7.60E+111,None,RENASANT CORP,NASDAQ,None,5/11/17,Money Center Banks,6022,USD,10/13/14,"MISSISSIPPI, U.S.A",198875,Banking,None,None,N
RNVA,Industrial Goods,"19422J108,759757107,759757602",CLRX,"Rennova Health, Inc.",NASDAQ,12/7/15,5/24/17,Pollution & Treatment Controls,8734,USD,12/16/14,"FLORIDA, U.S.A",197344,Business Services,None,CLRX,N
RNWK,Technology,"75605L708,75605L104",None,REALNETWORKS INC,NASDAQ,None,5/5/17,Multimedia & Graphics Software,7371,USD,12/18/14,"WASHINGTON, U.S.A",196743,Business Services,None,None,N
ROCK,Basic Materials,374689107,None,"GIBRALTAR INDUSTRIES, INC.",NASDAQ,None,5/6/17,Steel & Iron,3310,USD,10/18/14,"NEW YORK, U.S.A",197563,Steel Works Etc,None,None,N
ROG,Technology,775133101,None,ROGERS CORP,NYSE,None,5/1/17,Diversified Electronics,2821,USD,10/10/14,"CONNECTICUT, U.S.A",199386,Chemicals,None,None,N
ROIC,Financial,"76131N101,76131N200","NAQ,NAQU",RETAIL OPPORTUNITY INVESTMENTS CORP,NASDAQ,None,4/27/17,REIT - Retail,6798,USD,3/25/15,"CALIFORNIA, U.S.A",193900,Trading,None,None,N
ROK,Industrial Goods,"773,903,109,773,903,000",None,ROCKWELL AUTOMATION INC,NYSE,None,5/6/17,Diversified Machinery,3829,USD,10/9/14,"WISCONSIN, U.S.A",196966,Measuring and Control Equipment,None,None,N
ROKA,Industrial Goods,"775,431,109,775,431,000",1R3,"Roka BioScience, Inc.",NASDAQ,None,5/12/17,Industrial Equipment & Components,3826,USD,9/20/15,"NEW JERSEY, U.S.A",187848,Measuring and Control Equipment,None,None,N
ROL,Services,775711104,None,ROLLINS INC,NYSE,None,4/28/17,Business Services,7340,USD,9/30/14,"GEORGIA, U.S.A",199385,Business Services,None,None,N
ROLL,Industrial Goods,75524B104,None,RBC Bearings INC,NASDAQ,None,5/31/17,Machine Tools & Accessories,3562,USD,12/18/14,"CONNECTICUT, U.S.A",194845,Machinery,None,None,N
ROP,Industrial Goods,776696106,None,ROPER TECHNOLOGIES INC,NYSE,None,5/5/17,Diversified Machinery,3823,USD,9/27/14,"FLORIDA, U.S.A",197849,Measuring and Control Equipment,None,None,N
ROSE,None,"49877M108,49877M207","KLRE,KLREU",Rosehill Resources Inc.,NASDAQ,5/3/17,5/16/17,None,1311,USD,3/5/17,"TEXAS, U.S.A",124364,Coal,None,KLREU,N
ROST,Services,778296103,None,ROSS STORES INC,NASDAQ,None,6/7/17,Apparel Stores,5651,USD,10/3/14,"CALIFORNIA, U.S.A",198685,Retail,None,None,N
ROX,Consumer Goods,148435100,None,Castle Brands Inc,NYSEMKT,None,6/14/17,Beverages - Soft Drinks,2080,USD,12/22/14,"NEW YORK, U.S.A",194951,Beer & Liquor,None,None,N
ROYL,Basic Materials,78074G200,None,ROYALE ENERGY INC,OTCMKTS,None,5/12/17,Independent Oil & Gas,1311,USD,12/7/14,"CALIFORNIA, U.S.A",198015,Coal,None,None,N
RP,Technology,75606N109,None,REALPAGE INC,NASDAQ,None,5/8/17,Application Software,7372,USD,10/27/14,"TEXAS, U.S.A",195170,Business Services,None,None,N
